City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
45,Kaitangata,NZ,-46.2817,169.8464,57.92,62,99,11.88,overcast clouds
46,Auki,SB,-8.7676,160.7034,77.76,88,100,3.69,heavy intensity rain
47,Nome,US,64.5011,-165.4064,-0.33,50,0,8.05,clear sky
48,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.27,94,95,2.19,overcast clouds
49,Dikson,RU,73.5069,80.5464,1.92,81,100,27.56,overcast clouds
50,Mortka,RU,59.3322,66.0214,4.75,88,100,10.69,overcast clouds
51,Hermanus,ZA,-34.4187,19.2345,68.81,77,37,8.32,scattered clouds
52,Qaanaaq,GL,77.484,-69.3632,-22.97,52,0,7.72,clear sky
53,Hilo,US,19.7297,-155.09,70.11,90,22,1.99,few clouds
54,Sitka,US,57.0531,-135.33,44.49,81,100,6.91,moderate rain
55,Skopelos,GR,39.1247,23.7247,48.22,68,88,5.59,overcast clouds
56,Zhanaozen,KZ,43.3,52.8,39.0,65,100,7.81,overcast clouds
57,Leningradskiy,RU,69.3833,178.4167,-20.72,98,95,5.06,overcast clouds
58,Chicama,PE,-7.8447,-79.1469,71.69,77,100,4.0,overcast clouds
59,Ancud,CL,-41.8697,-73.8203,53.42,82,77,5.44,broken clouds
60,Seydisehir,TR,37.4193,31.8453,29.34,59,0,2.17,clear sky
61,Marsh Harbour,BS,26.5412,-77.0636,74.17,84,100,9.73,overcast clouds
62,Conceicao Da Barra,BR,-18.5933,-39.7322,73.17,89,71,1.59,broken clouds
63,Yar-Sale,RU,66.8333,70.8333,-2.58,82,100,15.82,overcast clouds
64,Maracaibo,VE,10.6317,-71.6406,77.94,65,43,10.47,scattered clouds
65,Mar Del Plata,AR,-38.0023,-57.5575,63.09,74,100,21.99,overcast clouds
66,Clyde River,CA,70.4692,-68.5914,-18.17,76,40,28.77,light snow
67,Puerto Ayora,EC,-0.7393,-90.3518,71.55,99,91,4.0,overcast clouds
68,Tutoia,BR,-2.7619,-42.2744,78.17,87,100,9.6,overcast clouds
69,Kamiiso,JP,41.8167,140.65,35.98,75,75,9.22,broken clouds
70,Cedar Lake,US,41.3648,-87.4411,30.11,79,94,13.62,overcast clouds
71,Severo-Kurilsk,RU,50.6789,156.125,26.42,77,92,8.93,overcast clouds
72,Bayan,CN,46.0833,127.4,12.16,78,93,9.62,overcast clouds
73,Bandrele,YT,-12.9067,45.1914,80.35,83,100,9.22,light rain
74,Husavik,IS,66.0449,-17.3389,19.31,84,91,7.85,overcast clouds
75,Souillac,MU,-20.5167,57.5167,83.35,78,40,4.61,scattered clouds
76,Aksarka,RU,66.5606,67.7975,-6.45,90,100,7.81,overcast clouds
77,Saldanha,ZA,-33.0117,17.9442,62.65,87,73,8.39,broken clouds
78,Jamestown,US,42.097,-79.2353,40.08,69,100,10.36,overcast clouds
79,Lasa,IT,46.6166,10.7002,28.62,35,6,1.79,clear sky
80,Vaini,TO,-21.2,-175.2,84.36,84,20,8.05,few clouds
81,Jacareacanga,BR,-6.2222,-57.7528,72.63,98,94,0.67,moderate rain
82,Poya,NC,-21.35,165.15,81.37,81,96,6.29,overcast clouds
83,Brae,GB,60.3964,-1.353,44.51,83,100,23.98,overcast clouds
84,Bairiki,KI,1.3292,172.9752,84.2,74,40,12.66,scattered clouds
85,Bengkulu,ID,-3.8004,102.2655,82.92,66,100,5.95,overcast clouds
86,Nara,JP,34.6851,135.8049,53.91,34,99,3.62,overcast clouds
87,Kalamazoo,US,42.2506,-85.55,30.51,74,100,18.41,overcast clouds
88,Carnarvon,AU,-24.8667,113.6333,91.47,58,4,18.41,clear sky
89,Ha Giang,VN,22.8333,104.9833,65.48,96,99,2.64,overcast clouds
90,Deming,US,32.2687,-107.7586,55.24,23,0,6.91,clear sky
91,Kibala,TD,9.1104,18.3463,62.55,48,0,0.0,clear sky
92,Ponta Do Sol,PT,32.6667,-17.1,65.07,71,7,6.22,clear sky
93,Bluff,NZ,-46.6,168.3333,57.79,57,66,15.66,broken clouds
94,Smithers,CA,54.7804,-127.1743,25.12,80,75,2.3,broken clouds
95,Kapaa,US,22.0752,-159.319,75.18,79,100,12.66,overcast clouds
96,Victoria,HK,22.2855,114.1577,75.96,79,17,10.0,few clouds
97,East London,ZA,-33.0153,27.9116,76.14,88,20,4.61,few clouds
98,Narsaq,GL,60.9167,-46.05,34.02,89,100,8.48,light snow
99,Abrau-Dyurso,RU,44.69,37.59,45.86,83,85,16.26,overcast clouds
100,Iralaya,HN,15.0,-83.2333,77.31,83,5,8.12,clear sky
101,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,62,40,12.66,scattered clouds
102,Lorengau,PG,-2.0226,147.2712,81.95,77,79,3.42,light rain
103,Baruun-Urt,MN,46.6806,113.2792,0.91,72,97,2.01,overcast clouds
104,Hithadhoo,MV,-0.6,73.0833,81.32,70,96,6.51,overcast clouds
105,Cidreira,BR,-30.1811,-50.2056,73.56,83,0,17.31,clear sky
106,Kudahuvadhoo,MV,2.6708,72.8944,81.27,69,74,3.58,broken clouds
107,Samoded,RU,63.6083,40.5111,17.2,93,100,7.67,overcast clouds
108,Lujan,AR,-34.5703,-59.105,58.98,93,100,7.0,overcast clouds
109,Cape Town,ZA,-33.9258,18.4232,68.11,82,0,6.91,clear sky
110,Ribeira Grande,PT,38.5167,-28.7,60.12,81,79,14.88,broken clouds
111,Xiantao,CN,30.3833,113.4,42.71,83,100,6.38,overcast clouds
112,Wanning,CN,18.8003,110.3967,71.6,72,79,10.33,broken clouds
113,Novoanninskiy,RU,50.5287,42.6747,29.55,91,100,2.37,overcast clouds
114,Guanica,PR,17.9716,-66.908,74.21,74,1,1.99,clear sky
115,Upernavik,GL,72.7868,-56.1549,-8.05,94,100,14.14,light snow
116,Thompson,CA,55.7435,-97.8558,-20.04,69,75,4.61,broken clouds
117,Yellowknife,CA,62.456,-114.3525,-15.45,76,75,4.61,light snow
118,Kavaratti,IN,10.5669,72.642,80.6,74,24,8.93,few clouds
119,Bethel,US,41.3712,-73.414,51.03,60,0,6.91,clear sky
120,Cap Malheureux,MU,-19.9842,57.6142,84.47,70,56,5.99,broken clouds
121,Kiunga,PG,-6.1219,141.2906,92.97,40,18,3.22,few clouds
122,Ulladulla,AU,-35.35,150.4667,74.3,85,93,8.41,overcast clouds
123,Tuatapere,NZ,-46.1333,167.6833,57.81,58,82,11.39,broken clouds
124,Sept-Iles,CA,50.2001,-66.3821,19.83,91,100,12.66,snow
125,Pasighat,IN,28.0667,95.3333,68.14,54,94,4.12,overcast clouds
126,At-Bashi,KG,41.1702,75.8106,20.59,75,83,0.54,broken clouds
127,Petukhovo,RU,55.0692,67.9019,3.38,91,100,15.26,light snow
128,Lompoc,US,34.6391,-120.4579,65.59,58,0,9.22,clear sky
129,Beringovskiy,RU,63.05,179.3167,-25.73,95,16,9.15,few clouds
130,Hasaki,JP,35.7333,140.8333,46.8,49,94,7.4,overcast clouds
131,The Valley,AI,18.217,-63.0578,77.09,67,21,21.77,few clouds
132,Necochea,AR,-38.5473,-58.7368,55.04,62,61,9.75,broken clouds
133,Seara,PT,41.1818,-7.8003,48.87,89,78,1.03,broken clouds
134,Lebu,CL,-37.6167,-73.65,56.41,74,0,13.6,clear sky
135,Lima,PE,-12.0432,-77.0282,70.9,79,0,10.36,clear sky
136,Rahimatpur,IN,17.6,74.2,79.25,34,28,9.4,scattered clouds
137,Gat,IL,31.61,34.7642,54.39,66,0,2.37,clear sky
138,Krasnyy Yar,RU,46.5331,48.3456,40.96,81,87,13.42,overcast clouds
139,Trelew,AR,-43.249,-65.3051,61.7,41,87,14.18,overcast clouds
140,Axim,GH,4.8699,-2.2405,77.47,89,65,4.27,light rain
141,Faanui,PF,-16.4833,-151.75,81.86,71,97,12.73,overcast clouds
142,Avarua,CK,-21.2078,-159.775,78.85,83,85,3.44,overcast clouds
143,Egvekinot,RU,66.3167,-179.1667,-21.41,88,10,8.12,clear sky
144,Labytnangi,RU,66.6572,66.4183,-13.49,99,100,6.11,overcast clouds
145,Soddy-Daisy,US,35.2359,-85.1908,53.47,60,39,5.17,scattered clouds
146,Ailigandi,PA,9.2333,-78.0167,78.13,84,100,10.71,overcast clouds
147,Ilulissat,GL,69.2167,-51.1,28.42,59,100,12.66,overcast clouds
148,Doha,QA,25.2867,51.5333,71.58,60,0,12.66,clear sky
149,Cayenne,GF,4.9333,-52.3333,79.09,85,75,7.0,broken clouds
150,Saint George,US,37.1041,-113.5841,61.39,24,0,18.41,clear sky
151,Kenai,US,60.5544,-151.2583,27.03,80,100,14.97,overcast clouds
152,Ermoupolis,GR,37.4423,24.9425,55.29,76,85,5.75,overcast clouds
153,Fairbanks,US,64.8378,-147.7164,4.96,77,0,5.75,clear sky
154,Norman Wells,CA,65.282,-126.8329,-20.16,76,20,5.75,few clouds
155,Amnat Charoen,TH,15.9167,104.75,89.38,36,100,7.38,overcast clouds
156,Sangmelima,CM,2.9333,11.9833,66.42,97,27,2.46,scattered clouds
157,Kemise,ET,10.7167,39.8667,67.71,50,4,4.88,clear sky
158,Jati,PK,24.3539,68.2671,77.45,24,1,5.57,clear sky
159,Kailua,US,21.4022,-157.7394,75.49,72,100,6.91,overcast clouds
160,Kodiak,US,57.79,-152.4072,36.91,87,40,8.05,scattered clouds
161,Vestmanna,FO,62.1564,-7.1664,40.12,100,100,10.36,overcast clouds
162,Karonga,MW,-9.9333,33.9333,72.01,91,100,2.53,light rain
163,Moerai,PF,-22.4333,-151.3333,80.02,75,100,7.38,overcast clouds
164,College,US,64.8569,-147.8028,4.95,76,75,5.75,broken clouds
165,La Rioja,ES,42.25,-2.5,34.32,73,73,1.97,broken clouds
166,Saint-Philippe,RE,-21.3585,55.7679,83.79,67,63,6.91,broken clouds
167,Selkirk,CA,50.1436,-96.8845,-14.73,77,33,3.38,scattered clouds
168,Cockburn Town,TC,21.4612,-71.1419,77.49,84,2,23.71,clear sky
169,Felanitx,ES,39.4696,3.1483,47.14,85,28,5.73,scattered clouds
170,Gejiu,CN,23.306,103.1635,60.71,41,34,9.4,scattered clouds
171,Nueva Loja,EC,0.0847,-76.8828,70.61,98,99,2.66,overcast clouds
172,Sao Filipe,CV,14.8961,-24.4956,79.03,44,92,14.81,overcast clouds
173,Sisimiut,GL,66.9395,-53.6735,23.58,77,100,11.34,overcast clouds
174,Constitucion,CL,-35.3333,-72.4167,61.02,49,0,3.29,clear sky
175,Bredasdorp,ZA,-34.5322,20.0403,68.29,88,24,4.61,few clouds
176,Albany,US,42.6001,-73.9662,52.38,61,100,6.2,overcast clouds
177,North Vernon,US,39.0062,-85.6236,40.59,86,100,13.8,overcast clouds
178,Victor Harbor,AU,-35.5667,138.6167,89.47,68,0,1.99,clear sky
179,Buala,SB,-8.145,159.5921,77.5,89,100,6.42,overcast clouds
180,Shingu,JP,33.7333,135.9833,56.91,43,100,5.28,overcast clouds
181,Tromso,NO,69.6496,18.957,17.62,79,0,0.0,clear sky
182,Erenhot,CN,43.6475,111.9767,9.5,66,23,6.17,few clouds
183,Xai-Xai,MZ,-25.0519,33.6442,80.37,65,10,2.1,clear sky
184,Torbay,CA,47.6666,-52.7314,33.58,91,20,14.97,few clouds
185,Lexington,US,37.9887,-84.4777,48.33,78,100,6.91,overcast clouds
186,Palmer,US,42.1584,-72.3287,49.46,56,100,9.22,overcast clouds
187,Yakeshi,CN,49.2833,120.7333,-2.15,91,100,8.57,overcast clouds
188,Alice Springs,AU,-23.7,133.8833,96.22,43,0,10.36,clear sky
189,Samarai,PG,-10.6167,150.6667,83.19,61,27,15.35,scattered clouds
190,Alpena,US,45.0617,-83.4327,24.94,68,100,14.97,overcast clouds
191,Buraydah,SA,26.326,43.975,50.45,44,0,14.94,clear sky
192,New Norfolk,AU,-42.7826,147.0587,75.65,30,11,3.0,few clouds
193,Caravelas,BR,-17.7125,-39.2481,74.46,89,46,0.56,scattered clouds
194,Calera,US,33.1029,-86.7536,55.8,72,0,3.44,clear sky
195,Monrovia,LR,6.3005,-10.7969,76.87,90,9,6.02,clear sky
196,Varhaug,NO,58.6147,5.6457,42.89,81,100,24.38,light rain
197,Oron,NG,4.8256,8.2343,77.0,91,4,1.92,clear sky
198,Fangshan,CN,39.6983,115.9925,33.66,52,100,5.5,overcast clouds
199,Ugoofaaru,MV,5.6667,73.0,81.32,76,100,11.32,overcast clouds
200,Port Blair,IN,11.6667,92.75,86.04,51,20,11.5,few clouds
201,Nelson Bay,AU,-32.7167,152.15,76.28,62,56,4.0,broken clouds
202,Camargo,MX,27.6667,-105.1667,52.43,15,0,1.88,clear sky
203,Geraldton,AU,-28.7667,114.6,82.81,54,18,19.57,few clouds
204,Baykit,RU,61.67,96.37,3.36,86,11,2.06,few clouds
205,Bom Jesus,BR,-9.0744,-44.3586,69.53,96,15,1.61,few clouds
206,Cazones,MX,20.7167,-97.3167,63.59,93,29,3.4,scattered clouds
207,Kruisfontein,ZA,-34.0033,24.7314,72.72,46,0,4.36,clear sky
208,Alakurtti,RU,66.9672,30.3491,1.63,98,91,3.89,overcast clouds
209,Haines Junction,CA,60.7522,-137.5108,17.55,86,100,1.14,overcast clouds
210,Talnakh,RU,69.4865,88.3972,-8.75,83,99,9.04,overcast clouds
211,Almaznyy,RU,48.0448,40.045,37.54,97,100,4.16,overcast clouds
212,Srednekolymsk,RU,67.45,153.6833,-29.85,96,18,6.53,few clouds
213,Leninskoye,KZ,41.7589,69.3864,33.73,99,100,1.81,light snow
214,Alyangula,AU,-13.8483,136.4192,85.87,79,100,13.8,overcast clouds
215,Oranjemund,NA,-28.55,16.4333,68.9,73,100,8.66,light rain
216,Batticaloa,LK,7.7102,81.6924,80.26,81,100,7.92,overcast clouds
217,Esperance,AU,-33.8667,121.9,71.44,80,100,14.47,overcast clouds
218,Pimentel,PE,-6.8367,-79.9342,70.81,82,77,8.86,broken clouds
219,Chakwal,PK,32.9334,72.8585,60.87,24,0,5.79,clear sky
220,Muros,ES,42.7762,-9.0603,53.83,86,15,2.91,few clouds
221,Ban Tak,TH,17.0432,99.0813,86.74,24,5,7.61,clear sky
222,Kaniama,CD,-7.5667,24.1833,68.36,89,95,3.36,overcast clouds
223,Zhangye,CN,38.9342,100.4517,39.02,18,46,4.7,scattered clouds
224,Acarau,BR,-2.8856,-40.12,76.89,84,83,7.18,broken clouds
225,Grindavik,IS,63.8424,-22.4338,28.87,69,0,13.8,clear sky
226,Marawi,PH,7.9986,124.2928,73.65,70,75,4.7,broken clouds
227,Pozo Colorado,PY,-23.4923,-58.7972,76.6,56,42,4.92,scattered clouds
228,Margate,GB,51.3813,1.3862,42.31,85,43,7.0,scattered clouds
229,Chapais,CA,49.7834,-74.8492,13.78,95,100,10.13,snow
230,Ortigueira,BR,-24.2083,-50.9494,59.2,93,0,3.31,clear sky
231,Amapa,BR,1.0,-52.0,71.22,100,64,2.04,broken clouds
232,Richards Bay,ZA,-28.783,32.0377,77.18,74,0,5.79,clear sky
233,Labuan,MY,5.2767,115.2417,86.16,74,20,5.01,few clouds
234,Changji,CN,44.0167,87.3167,16.59,86,75,4.47,mist
235,Luderitz,NA,-26.6481,15.1594,77.76,62,29,3.44,scattered clouds
236,Havoysund,NO,70.9963,24.6622,26.83,60,99,6.91,light snow
237,Kristinehamn,SE,59.3098,14.1081,37.96,80,29,19.44,scattered clouds
238,Lagoa,PT,39.05,-27.9833,59.34,81,96,18.32,overcast clouds
239,San Quintin,MX,30.4833,-115.95,62.47,50,0,2.28,clear sky
240,Javanrud,IR,34.7961,46.5172,38.84,86,87,5.32,overcast clouds
241,Yerbogachen,RU,61.2767,108.0108,-0.04,89,100,0.02,overcast clouds
242,Longyearbyen,SJ,78.2186,15.6401,19.24,86,75,5.75,light snow
243,Coquimbo,CL,-29.9533,-71.3436,62.33,82,0,5.75,clear sky
244,Plettenberg Bay,ZA,-34.0527,23.3716,71.04,61,0,4.07,clear sky
245,Gamba,GA,-2.65,10.0,76.55,91,77,4.63,broken clouds
246,Baiyin,CN,36.5583,104.2081,32.88,60,100,10.65,overcast clouds
247,Iqaluit,CA,63.7506,-68.5145,-16.87,69,75,5.75,broken clouds
248,Wahiawa,US,21.5028,-158.0236,72.21,73,20,11.5,few clouds
249,Pastavy,BY,55.1168,26.8326,20.14,96,60,6.6,broken clouds
250,Beloha,MG,-25.1667,45.05,83.34,62,24,13.09,few clouds
251,Kambia,SL,9.1167,-12.9167,75.34,96,34,1.39,scattered clouds
252,Casper,US,42.8666,-106.3131,21.51,88,40,3.0,scattered clouds
253,Tuktoyaktuk,CA,69.4541,-133.0374,-20.2,76,100,4.61,light snow
254,Kisanga,TZ,-7.4362,37.7034,75.61,92,100,1.45,light rain
255,Antofagasta,CL,-23.65,-70.4,65.48,78,7,4.09,clear sky
256,Nanortalik,GL,60.1432,-45.2371,29.39,78,100,15.41,overcast clouds
257,Guerrero Negro,MX,27.9769,-114.0611,63.09,62,0,7.29,clear sky
258,Kapoeta,SS,4.7717,33.5903,85.84,32,99,11.32,overcast clouds
259,Corum,TR,40.5,34.75,25.02,88,6,2.3,clear sky
260,Phan Thiet,VN,10.9333,108.1,87.53,54,100,18.68,overcast clouds
261,North Bend,US,43.4065,-124.2243,51.85,93,0,3.44,clear sky
262,Pacific Grove,US,36.6177,-121.9166,63.16,74,0,5.01,clear sky
263,Arraial Do Cabo,BR,-22.9661,-42.0278,73.36,85,100,4.79,overcast clouds
264,Adrar,MR,20.5022,-10.0711,56.88,24,72,9.33,broken clouds
265,Karaton,ID,-6.3424,106.1045,87.89,54,99,6.42,overcast clouds
266,Banepa,NP,27.6298,85.5214,55.72,51,20,3.44,few clouds
267,Sawtell,AU,-30.3833,153.1,79.12,77,100,21.85,overcast clouds
268,Zenzeli,RU,45.9241,47.0474,40.33,72,48,15.46,scattered clouds
269,Buta,CD,2.7858,24.73,75.04,42,99,2.35,overcast clouds
270,Altay,CN,47.8667,88.1167,12.88,65,18,1.28,few clouds
271,Abu Dhabi,AE,24.4667,54.3667,71.62,45,0,6.91,clear sky
272,Vestmannaeyjar,IS,63.4427,-20.2734,30.56,70,99,4.18,overcast clouds
273,Herat,AF,34.5,62.0,43.43,56,72,11.92,broken clouds
274,Salalah,OM,17.0151,54.0924,75.29,60,40,4.61,scattered clouds
275,Nishihara,JP,26.1842,127.7558,73.45,73,100,18.41,light intensity drizzle
276,Erice,IT,38.037,12.5865,42.96,87,0,4.61,clear sky
277,Vardo,NO,70.3705,31.1107,30.38,65,100,20.92,light snow
278,San Cristobal,VE,7.7669,-72.225,68.18,84,82,0.83,broken clouds
279,Thinadhoo,MV,0.5333,72.9333,81.37,69,21,5.32,few clouds
280,Matagami,CA,49.7502,-77.6328,-7.49,77,100,19.57,light snow
281,San Blas,MX,21.5167,-105.2667,63.0,71,0,3.94,clear sky
282,Port Macquarie,AU,-31.4333,152.9167,73.36,60,95,14.58,overcast clouds
283,Laela,TZ,-8.5667,32.05,60.17,95,100,1.5,light rain
284,Carlet,ES,39.2333,-0.5167,49.26,88,14,3.0,few clouds
285,Tilichiki,RU,60.4667,166.1,-16.04,90,4,8.37,clear sky
286,Lydenburg,ZA,-25.0978,30.4597,70.39,35,55,2.1,broken clouds
287,Genhe,CN,50.7833,121.5167,3.99,65,78,4.56,broken clouds
288,Anadyr,RU,64.75,177.4833,-34.01,73,57,11.18,mist
289,Paysandu,UY,-32.3214,-58.0756,60.42,78,100,17.63,overcast clouds
290,Si Satchanalai,TH,17.5169,99.7598,85.78,37,3,6.13,clear sky
291,San Jose,US,37.3394,-121.895,64.78,61,20,4.61,few clouds
292,Fortuna,US,40.5982,-124.1573,50.92,100,0,11.5,clear sky
293,Hamilton,US,39.1834,-84.5333,41.99,89,100,6.91,overcast clouds
294,Henties Bay,NA,-22.116,14.2845,70.86,90,23,4.83,few clouds
295,Nan,TH,18.8333,100.6667,87.82,51,20,6.91,few clouds
296,Gusinoye Ozero,RU,51.1144,106.2614,-3.57,89,100,3.38,overcast clouds
297,Grand-Bourg,GP,15.8835,-61.3148,73.09,69,26,19.73,scattered clouds
298,Nioro,GM,13.35,-15.75,71.67,14,38,9.6,scattered clouds
299,Songjianghe,CN,42.1859,127.479,20.08,52,98,5.39,overcast clouds
300,Katsuura,JP,35.1333,140.3,46.51,51,65,8.14,broken clouds
301,Hettstedt,DE,51.65,11.5,30.43,83,5,4.23,clear sky
302,Airai,TL,-8.9266,125.4092,70.0,80,99,1.68,overcast clouds
303,Mawlaik,MM,23.6333,94.4167,81.64,26,0,3.47,clear sky
304,Nabire,ID,-3.3667,135.4833,83.64,73,73,4.14,broken clouds
305,Severobaykalsk,RU,55.65,109.3167,-6.79,85,37,3.04,scattered clouds
306,Hobyo,SO,5.3505,48.5268,79.79,54,98,17.76,overcast clouds
307,Yulara,AU,-25.2406,130.9889,93.04,17,0,6.91,clear sky
308,San Patricio,US,28.017,-97.5169,62.83,94,0,7.38,clear sky
309,Florence,IT,43.7667,11.25,48.65,77,40,11.01,scattered clouds
310,Trairi,BR,-3.2778,-39.2689,76.21,87,85,4.83,overcast clouds
311,Maxixe,MZ,-23.8597,35.3472,78.62,73,20,0.0,few clouds
312,Waingapu,ID,-9.6567,120.2641,82.08,76,100,3.89,overcast clouds
313,Grand Gaube,MU,-20.0064,57.6608,84.38,70,54,5.99,broken clouds
314,Lata,PT,40.1629,-8.3327,50.92,95,89,0.45,overcast clouds
315,Weinan,CN,34.5036,109.5089,46.09,53,100,3.15,overcast clouds
316,Elmadag,TR,39.9208,33.2308,27.45,76,1,2.71,clear sky
317,Tautira,PF,-17.7333,-149.15,78.82,73,81,12.55,broken clouds
318,Lazaro Cardenas,MX,17.9583,-102.2,72.01,65,74,4.09,broken clouds
319,Oktyabrskiy,RU,54.4815,53.471,25.99,96,100,2.68,light snow
320,Aitape,PG,-3.1374,142.3475,82.15,79,99,5.46,light rain
321,Alofi,NU,-19.0595,-169.9187,80.49,78,37,13.8,scattered clouds
322,Boali,CF,4.8005,18.1275,69.67,21,7,4.68,clear sky
323,Grootfontein,NA,-19.5667,18.1167,65.77,88,75,5.75,broken clouds
324,Korla,CN,41.7597,86.1469,33.37,36,44,7.83,scattered clouds
325,Boyuibe,BO,-20.4167,-63.2833,67.01,98,100,8.88,heavy intensity rain
326,Urzhum,RU,57.1141,49.9996,21.24,96,96,7.43,overcast clouds
327,Goderich,CA,43.7501,-81.7165,37.2,87,100,13.8,overcast clouds
328,Brandfort,ZA,-28.7001,26.4597,65.61,49,6,7.96,clear sky
329,Manali,IN,13.1667,80.2667,86.09,74,5,14.52,clear sky
330,Miri,MY,4.4148,114.0089,84.34,79,40,5.75,scattered clouds
331,Kolokani,ML,13.5728,-8.0339,59.56,20,3,10.29,clear sky
332,Salinopolis,BR,-0.6136,-47.3561,77.61,86,82,8.9,broken clouds
333,Ust-Omchug,RU,61.15,149.6333,-21.08,93,86,3.02,overcast clouds
334,Mayakonda,IN,14.2833,76.0833,81.97,29,25,13.47,scattered clouds
335,Salekhard,RU,66.53,66.6019,-13.68,97,100,5.59,overcast clouds
336,Bull Savanna,JM,17.8868,-77.5902,72.05,83,9,10.07,clear sky
337,Magomeni,TZ,-6.8,39.25,82.78,78,40,6.91,scattered clouds
338,Dixon,US,38.4455,-121.8233,60.82,80,100,0.0,overcast clouds
339,Mozarlandia,BR,-14.7447,-50.5706,70.93,96,97,2.71,overcast clouds
340,Provideniya,RU,64.3833,-173.3,-15.39,88,4,8.99,clear sky
341,Riwaka,NZ,-41.0833,173.0,64.44,98,100,5.97,light rain
342,Karratha,AU,-20.7377,116.8463,94.89,45,6,13.82,clear sky
343,Hami,CN,42.8,93.45,31.23,67,99,5.77,overcast clouds
344,Nsanje,MW,-16.92,35.262,76.98,82,100,4.03,overcast clouds
345,Isangel,VU,-19.55,169.2667,87.91,74,40,6.91,scattered clouds
346,Zhangjiakou,CN,40.81,114.8794,29.34,52,100,6.4,snow
347,Portoferraio,IT,42.8115,10.3146,52.57,71,14,20.54,few clouds
348,Santa Rosa,PH,14.3122,121.1114,89.58,62,96,13.78,overcast clouds
349,Bousse,BF,12.6606,-1.8922,71.17,12,3,9.57,clear sky
350,Baghdad,IQ,33.3406,44.4009,48.11,61,0,10.36,clear sky
351,Preobrazheniye,RU,42.9019,133.9064,28.17,38,57,13.6,broken clouds
352,Canguaretama,BR,-6.38,-35.1289,79.29,85,94,5.44,overcast clouds
353,Rize,TR,40.9044,40.8949,33.48,49,0,2.66,clear sky
354,Taoudenni,ML,22.6783,-3.9836,56.84,29,5,10.38,clear sky
355,Jyvaskyla,FI,62.2415,25.7209,20.35,91,40,4.61,scattered clouds
356,Puerto Lempira,HN,15.2667,-83.7667,74.44,88,2,5.28,clear sky
357,Mwanza,TZ,-2.5167,32.9,68.05,94,75,14.97,broken clouds
358,Bulgan,MN,48.8125,103.5347,-1.26,82,70,1.48,broken clouds
359,Hurghada,EG,27.2574,33.8129,53.64,62,40,10.36,scattered clouds
360,Mahebourg,MU,-20.4081,57.7,84.25,78,40,4.61,scattered clouds
361,Smoky Lake,CA,54.1169,-112.4686,25.48,73,100,6.91,overcast clouds
362,Omboue,GA,-1.5746,9.2618,77.0,90,97,5.93,overcast clouds
363,Port Shepstone,ZA,-30.7414,30.455,77.95,77,2,5.01,clear sky
364,Fort Nelson,CA,58.8053,-122.7002,9.99,79,100,2.3,overcast clouds
365,Ust-Kuyga,RU,70.0167,135.6,-17.43,95,96,8.34,overcast clouds
366,Hvolsvollur,IS,63.7533,-20.2243,15.82,73,100,9.42,overcast clouds
367,Kasongo-Lunda,CD,-6.4667,16.8167,70.34,97,100,0.38,light rain
368,Sao Desiderio,BR,-12.3633,-44.9733,69.24,92,44,0.63,scattered clouds
369,Sambava,MG,-14.2667,50.1667,80.89,69,9,3.6,clear sky
370,Sangolqui,EC,-0.3341,-78.4522,57.34,92,99,1.92,overcast clouds
371,Itarema,BR,-2.9248,-39.9167,76.71,84,71,6.71,broken clouds
372,Itoman,JP,26.1247,127.6694,74.17,73,75,18.41,light intensity drizzle
373,Loughborough,GB,52.7667,-1.2,41.63,83,0,12.66,clear sky
374,Quebrada Larga,HN,14.1,-86.3667,65.62,99,10,2.08,clear sky
375,Bodden Town,KY,19.2833,-81.25,77.94,87,8,1.01,clear sky
376,Santa Marta,CO,11.2408,-74.199,84.25,55,13,21.99,few clouds
377,Chara,RU,56.9064,118.2631,-17.5,94,100,1.36,overcast clouds
378,Jaicos,BR,-7.3592,-41.1378,70.09,92,69,3.18,broken clouds
379,Elizabeth City,US,36.2946,-76.2511,54.01,66,0,3.0,clear sky
380,Port-Cartier,CA,50.0334,-66.8654,19.51,96,100,10.07,snow
381,Ponta Delgada,PT,37.7333,-25.6667,59.5,77,75,10.36,broken clouds
382,Roma,US,43.2128,-75.4557,47.73,92,100,6.91,moderate rain
383,Majalaya,ID,-7.3378,106.6069,84.13,65,96,14.27,moderate rain
384,Xuddur,SO,4.1213,43.8894,74.41,52,34,19.77,scattered clouds
385,Itaituba,BR,-4.2761,-55.9836,72.86,99,100,0.72,overcast clouds
386,Smirnykh,RU,49.75,142.8333,24.66,88,100,4.79,light snow
387,Walvis Bay,NA,-22.9575,14.5053,71.1,88,100,6.91,overcast clouds
388,Mojo,ET,8.6,39.1167,65.93,45,45,8.34,scattered clouds
389,Arlit,NE,18.7369,7.3853,57.99,21,2,2.06,clear sky
390,Bambous Virieux,MU,-20.3428,57.7575,84.22,78,40,4.61,scattered clouds
391,Vila Nova De Milfontes,PT,37.7238,-8.7828,55.26,87,91,3.62,overcast clouds
392,Port Hedland,AU,-20.3167,118.5667,96.85,49,6,12.66,thunderstorm
393,Huarmey,PE,-10.0681,-78.1522,70.93,84,100,7.0,overcast clouds
394,Bayburt,TR,40.2589,40.2278,10.98,81,6,1.21,clear sky
